hn_count,hn_uptime,wait,test_per_slots,hn_to_juror,hn_to_hn,juror_to_juror,size_round,bps_per_node,mean_path,time_to_sync,disconnected,avg_degree,avg_degree_juror,min_degree_juror,max_degree_juror,avg_degree_non_juror
200,0.9,10,5,2,25,12,36680000832.0,407555.0,1.7627560521415264,20.0,0.0,41.670000000000044,42.60439560439557,32.22222222222218,0.0,50.0
200,0.9,10,5,2,26,6,35870171200.0,398557.0,1.7615057449374687,20.0,0.0,40.75000000000001,42.22651933701663,26.684210526315823,0.0,40.0
200,0.9,10,5,2,26,7,36486345920.0,405403.0,1.7585211223400874,20.0,0.0,41.449999999999925,42.56353591160222,30.842105263157915,22.0,41.0
200,0.9,10,5,2,26,8,37304978048.0,414499.0,1.756114214773429,20.0,0.0,42.380000000000024,43.686813186813204,29.166666666666643,0.0,46.0
200,0.9,10,5,2,26,9,38440500032.0,427116.0,1.7566804779919514,20.0,0.0,43.670000000000044,44.67582417582426,33.5,0.0,42.0
200,0.9,10,5,2,26,10,36424728448.0,404719.0,1.7583952263061038,20.0,0.0,41.38000000000008,42.149171270718305,34.052631578947405,0.0,44.0
200,0.9,10,5,2,26,11,37727497856.0,419194.0,1.7583793738489844,20.0,0.0,42.86000000000003,43.60773480662978,35.73684210526323,0.0,45.0
200,0.9,10,5,2,26,12,36169456064.0,401882.0,1.752052545155995,20.0,0.0,41.09000000000005,41.93989071038242,31.941176470588278,0.0,47.0
200,0.9,10,5,3,6,6,13027694080.0,144752.0,2.130967393262473,30.0,0.0,14.799999999999976,12.637362637362667,36.666666666666615,0.0,49.0
200,0.9,10,5,3,6,7,12675594240.0,140839.0,2.134705919276882,30.0,0.0,14.400000000000013,12.06593406593404,37.99999999999999,0.0,50.0
200,0.9,10,5,3,6,8,12754816704.0,141720.0,2.1434622467771676,30.0,0.0,14.490000000000007,12.284153005464509,38.235294117646966,0.0,54.0
200,0.9,10,5,3,6,9,13591053824.0,151011.0,2.1326918507959096,30.0,0.0,15.440000000000037,12.747252747252764,42.666666666666615,0.0,60.0
200,0.9,10,5,3,6,10,13133324032.0,145925.0,2.130939677358611,30.0,0.0,14.920000000000014,12.126373626373608,43.16666666666662,0.0,56.0
200,0.9,10,5,3,6,11,12332296896.0,137025.0,2.177236082016123,30.0,0.0,14.009999999999993,11.66850828729283,36.31578947368417,0.0,52.0
200,0.9,10,5,3,6,12,11187972416.0,124310.0,2.1852723125178177,30.0,0.0,12.710000000000019,10.453038674033134,34.21052631578949,0.0,57.0
200,0.9,10,5,3,7,6,13582251328.0,150913.0,2.1022713321055817,30.0,0.0,15.430000000000007,13.653846153846171,33.38888888888882,0.0,52.0
200,0.9,10,5,3,7,7,14348068480.0,159422.0,2.0714589278125217,30.0,0.0,16.299999999999972,14.121546961325974,37.05263157894742,0.0,49.0
200,0.9,10,5,3,7,8,14022376128.0,155804.0,2.0978689818468848,30.0,0.0,15.930000000000007,13.889502762430972,35.368421052631646,0.0,51.0
200,0.9,10,5,3,7,9,14013573632.0,155706.0,2.085682003640699,30.0,0.0,15.920000000000016,13.685082872928199,37.2105263157895,0.0,50.0
200,0.9,10,5,3,7,10,15166700608.0,168518.0,2.0760825341470484,30.0,0.0,17.230000000000004,14.51648351648351,44.666666666666636,0.0,58.0
200,0.9,10,5,3,7,11,14532920896.0,161476.0,2.086515694250496,30.0,0.0,16.509999999999994,14.04945054945053,41.38888888888879,0.0,54.0
200,0.9,10,5,3,7,12,15677245376.0,174191.0,2.0667247893054324,30.0,0.0,17.80999999999996,14.725274725274705,49.0,0.0,64.0
200,0.9,10,5,3,8,6,16108567680.0,178984.0,2.017273795534664,30.0,0.0,18.29999999999997,16.20994475138122,38.2105263157895,27.0,45.0
200,0.9,10,5,3,8,7,15131490624.0,168127.0,2.0262381520306296,30.0,0.0,17.19,15.126373626373612,38.05555555555563,0.0,48.0
200,0.9,10,5,3,8,8,14462500928.0,160694.0,2.044870129870132,30.0,0.0,16.430000000000046,14.532967032967013,35.611111111111185,0.0,45.0
200,0.9,10,5,3,8,9,15149095616.0,168323.0,2.044321669736035,30.0,0.0,17.210000000000022,15.375690607734825,34.68421052631583,0.0,51.0
200,0.9,10,5,3,8,10,16407852544.0,182309.0,2.014510351526923,30.0,0.0,18.64000000000004,15.795580110497218,45.73684210526325,35.0,55.0
200,0.9,10,5,3,8,11,16355037568.0,181722.0,2.016820135052178,30.0,0.0,18.579999999999973,15.535911602209964,47.57894736842111,39.0,57.0
200,0.9,10,5,3,8,12,16680729920.0,185341.0,2.0205754141238033,30.0,0.0,18.95000000000003,16.467032967032978,44.05555555555563,0.0,61.0
200,0.9,10,5,3,9,6,17481757056.0,194241.0,1.9882239162589601,20.0,0.0,19.859999999999957,18.65745856353595,31.315789473684173,0.0,46.0
200,0.9,10,5,3,9,7,15606825408.0,173409.0,1.9961688311688308,20.0,0.0,17.730000000000015,16.05524861878455,33.68421052631583,0.0,48.0
200,0.9,10,5,3,9,8,16187790144.0,179864.0,1.984701326731418,20.0,0.0,18.39000000000004,16.499999999999996,37.5,0.0,49.0
200,0.9,10,5,3,9,9,16601507456.0,184461.0,1.9849162011173207,20.0,0.0,18.85999999999996,16.966850828729306,36.89473684210531,0.0,54.0
